transaction_id,client_id,transaction_amount,transaction_type,transaction_score_from_business_rules,ml_anomaly_flag,ml_anomaly_score,ml_risk_score,ml_risk_category,reason,triggered_rules
2260,79,30279,Withdrawal,1.7000000000000002,-1,-0.2660367708785436,85.48,Suspicious,"large_tx_flag, dest_high_risk, very_large_withdrawal_flag","High Transaction Amount(0.8), High-Risk Country (Destination)(0.9)"
2261,79,4142,Transfer,0.9,1,0.0,14.0,Normal,,High-Risk Country (Destination)(0.9)
2263,79,4791,Investment,0.9,1,0.0,14.0,Normal,,High-Risk Country (Destination)(0.9)
2264,79,3191,Deposit,0.9,1,0.0,14.0,Normal,,High-Risk Country (Destination)(0.9)
2265,79,4220,Investment,0.9,1,0.0,14.0,Normal,,High-Risk Country (Destination)(0.9)
2271,81,2982,Deposit,0.9,1,0.0,14.0,Normal,,High-Risk Country (Destination)(0.9)
2272,81,2505,Investment,0.9,1,0.0,14.0,Normal,,High-Risk Country (Destination)(0.9)
2275,81,3304,Withdrawal,0.9,1,0.0,14.0,Normal,,High-Risk Country (Destination)(0.9)
2276,81,3396,Investment,1.8,-1,-0.1760747184023973,61.31,Suspicious,"dest_high_risk, cross_border_to_high_risk","High-Risk Country (Destination)(0.9), Cross-Border to High-Risk Country(0.9)"
2277,81,2914,Investment,0.9,1,0.0,14.0,Normal,,High-Risk Country (Destination)(0.9)
2278,81,3559,Transfer,0.9,1,0.0,14.0,Normal,,High-Risk Country (Destination)(0.9)
2279,81,2217,Transfer,0.9,1,0.0,14.0,Normal,,High-Risk Country (Destination)(0.9)
2288,82,18663,Deposit,0.8,-1,-0.0854493878440246,36.96,Suspicious,large_tx_flag,High Transaction Amount(0.8)
2290,82,25633,Withdrawal,0.8,-1,-0.2056878940088681,69.26,Suspicious,"large_tx_flag, very_large_withdrawal_flag",High Transaction Amount(0.8)
2293,82,45452,Deposit,2.6,-1,-0.269784026770844,86.48,Suspicious,"large_tx_flag, dest_high_risk, cross_border_to_high_risk","High Transaction Amount(0.8), High-Risk Country (Destination)(0.9), Cross-Border to High-Risk Country(0.9)"
2295,82,44801,Withdrawal,0.8,-1,-0.2056878940088681,69.26,Suspicious,"large_tx_flag, very_large_withdrawal_flag",High Transaction Amount(0.8)
2309,82,12536,Transfer,0.8,-1,-0.0854493878440246,36.96,Suspicious,large_tx_flag,High Transaction Amount(0.8)
2311,82,21195,Transfer,0.8,-1,-0.0854493878440246,36.96,Suspicious,large_tx_flag,High Transaction Amount(0.8)
2314,83,3049,Transfer,0.9,1,0.0,14.0,Normal,,High-Risk Country (Destination)(0.9)
2315,83,43224,Transfer,1.7000000000000002,-1,-0.1595776908350086,56.87,Suspicious,"large_tx_flag, dest_high_risk","High Transaction Amount(0.8), High-Risk Country (Destination)(0.9)"
2316,83,2979,Transfer,0.9,1,0.0,14.0,Normal,,High-Risk Country (Destination)(0.9)
2317,83,2838,Transfer,0.9,1,0.0,14.0,Normal,,High-Risk Country (Destination)(0.9)
2318,83,4912,Deposit,0.9,1,0.0,14.0,Normal,,High-Risk Country (Destination)(0.9)
2319,83,3183,Withdrawal,0.9,1,0.0,14.0,Normal,,High-Risk Country (Destination)(0.9)
2321,83,3801,Transfer,0.9,1,0.0,14.0,Normal,,High-Risk Country (Destination)(0.9)
2322,83,47201,Investment,1.7000000000000002,-1,-0.1595776908350086,56.87,Suspicious,"large_tx_flag, dest_high_risk","High Transaction Amount(0.8), High-Risk Country (Destination)(0.9)"
2323,84,4222,Deposit,0.9,1,0.0,14.0,Normal,,High-Risk Country (Destination)(0.9)
2324,84,2798,Deposit,0.9,1,0.0,14.0,Normal,,High-Risk Country (Destination)(0.9)
2325,84,4342,Deposit,0.9,1,0.0,14.0,Normal,,High-Risk Country (Destination)(0.9)
2327,84,4720,Transfer,1.8,-1,-0.1760747184023973,61.31,Suspicious,"dest_high_risk, cross_border_to_high_risk","High-Risk Country (Destination)(0.9), Cross-Border to High-Risk Country(0.9)"
2328,84,3546,Deposit,0.9,1,0.0,14.0,Normal,,High-Risk Country (Destination)(0.9)
2329,84,4242,Deposit,0.9,1,0.0,14.0,Normal,,High-Risk Country (Destination)(0.9)
2330,84,2376,Deposit,0.9,1,0.0,14.0,Normal,,High-Risk Country (Destination)(0.9)
2332,84,2720,Deposit,0.9,1,0.0,14.0,Normal,,High-Risk Country (Destination)(0.9)
2333,84,3990,Transfer,0.9,1,0.0,14.0,Normal,,High-Risk Country (Destination)(0.9)
2334,84,2317,Deposit,0.9,1,0.0,14.0,Normal,,High-Risk Country (Destination)(0.9)
2335,84,4638,Deposit,0.9,1,0.0,14.0,Normal,,High-Risk Country (Destination)(0.9)
2336,84,4239,Withdrawal,0.9,1,0.0,14.0,Normal,,High-Risk Country (Destination)(0.9)
2337,84,4009,Investment,0.9,1,0.0,14.0,Normal,,High-Risk Country (Destination)(0.9)
2338,84,3769,Investment,0.9,1,0.0,14.0,Normal,,High-Risk Country (Destination)(0.9)
2339,84,4848,Transfer,0.9,1,0.0,14.0,Normal,,High-Risk Country (Destination)(0.9)
2341,84,2161,Investment,0.9,1,0.0,14.0,Normal,,High-Risk Country (Destination)(0.9)
2342,84,2189,Deposit,0.9,1,0.0,14.0,Normal,,High-Risk Country (Destination)(0.9)
2343,84,4732,Withdrawal,0.9,1,0.0,14.0,Normal,,High-Risk Country (Destination)(0.9)
2345,84,4499,Withdrawal,0.9,1,0.0,14.0,Normal,,High-Risk Country (Destination)(0.9)
2346,84,2610,Investment,0.9,1,0.0,14.0,Normal,,High-Risk Country (Destination)(0.9)
2347,84,2366,Deposit,0.9,1,0.0,14.0,Normal,,High-Risk Country (Destination)(0.9)
2348,84,3737,Deposit,0.9,1,0.0,14.0,Normal,,High-Risk Country (Destination)(0.9)
2349,84,2781,Withdrawal,0.9,1,0.0,14.0,Normal,,High-Risk Country (Destination)(0.9)
2350,84,3795,Investment,0.9,1,0.0,14.0,Normal,,High-Risk Country (Destination)(0.9)
2351,84,36060,Investment,1.7000000000000002,-1,-0.1595776908350086,56.87,Suspicious,"large_tx_flag, dest_high_risk","High Transaction Amount(0.8), High-Risk Country (Destination)(0.9)"
2352,84,3276,Deposit,0.9,1,0.0,14.0,Normal,,High-Risk Country (Destination)(0.9)
2353,84,3192,Investment,0.9,1,0.0,14.0,Normal,,High-Risk Country (Destination)(0.9)
2354,84,2585,Investment,0.9,1,0.0,14.0,Normal,,High-Risk Country (Destination)(0.9)
2355,84,3325,Transfer,0.9,1,0.0,14.0,Normal,,High-Risk Country (Destination)(0.9)
2356,84,2895,Transfer,0.9,1,0.0,14.0,Normal,,High-Risk Country (Destination)(0.9)
2357,84,19530,Transfer,0.8,-1,-0.0854493878440246,36.96,Suspicious,large_tx_flag,High Transaction Amount(0.8)
2358,84,2858,Deposit,0.9,1,0.0,14.0,Normal,,High-Risk Country (Destination)(0.9)
2359,84,2374,Investment,0.9,1,0.0,14.0,Normal,,High-Risk Country (Destination)(0.9)
2360,84,2220,Investment,0.9,1,0.0,14.0,Normal,,High-Risk Country (Destination)(0.9)
2361,84,3611,Transfer,0.9,1,0.0,14.0,Normal,,High-Risk Country (Destination)(0.9)
2362,84,23133,Investment,1.7000000000000002,-1,-0.1595776908350086,56.87,Suspicious,"large_tx_flag, dest_high_risk","High Transaction Amount(0.8), High-Risk Country (Destination)(0.9)"
2363,84,3442,Transfer,0.9,1,0.0,14.0,Normal,,High-Risk Country (Destination)(0.9)
2366,84,2651,Transfer,0.9,1,0.0,14.0,Normal,,High-Risk Country (Destination)(0.9)
2367,84,4884,Withdrawal,0.9,1,0.0,14.0,Normal,,High-Risk Country (Destination)(0.9)
2369,85,3251,Investment,0.9,1,0.0,14.0,Normal,,High-Risk Country (Destination)(0.9)
2370,85,3228,Transfer,0.9,1,0.0,14.0,Normal,,High-Risk Country (Destination)(0.9)
2371,85,3718,Withdrawal,0.9,1,0.0,14.0,Normal,,High-Risk Country (Destination)(0.9)
2372,85,29671,Deposit,1.7000000000000002,-1,-0.1595776908350086,56.87,Suspicious,"large_tx_flag, dest_high_risk","High Transaction Amount(0.8), High-Risk Country (Destination)(0.9)"
2373,85,3094,Transfer,0.9,1,0.0,14.0,Normal,,High-Risk Country (Destination)(0.9)
2374,85,3675,Transfer,0.9,1,0.0,14.0,Normal,,High-Risk Country (Destination)(0.9)
2375,85,4730,Deposit,0.9,1,0.0,14.0,Normal,,High-Risk Country (Destination)(0.9)
2376,85,2261,Investment,0.9,1,0.0,14.0,Normal,,High-Risk Country (Destination)(0.9)
2377,85,3935,Investment,0.9,1,0.0,14.0,Normal,,High-Risk Country (Destination)(0.9)
2378,85,4279,Investment,0.9,1,0.0,14.0,Normal,,High-Risk Country (Destination)(0.9)
2379,85,3372,Investment,0.9,1,0.0,14.0,Normal,,High-Risk Country (Destination)(0.9)
2380,85,4555,Transfer,0.9,1,0.0,14.0,Normal,,High-Risk Country (Destination)(0.9)
2381,85,4206,Transfer,0.9,1,0.0,14.0,Normal,,High-Risk Country (Destination)(0.9)
2383,85,2056,Withdrawal,0.9,1,0.0,14.0,Normal,,High-Risk Country (Destination)(0.9)
2384,85,4959,Withdrawal,0.9,1,0.0,14.0,Normal,,High-Risk Country (Destination)(0.9)
2385,85,4155,Transfer,0.9,1,0.0,14.0,Normal,,High-Risk Country (Destination)(0.9)
2388,85,2511,Deposit,0.9,1,0.0,14.0,Normal,,High-Risk Country (Destination)(0.9)
2389,85,4236,Transfer,0.9,1,0.0,14.0,Normal,,High-Risk Country (Destination)(0.9)
2390,85,23974,Transfer,1.7000000000000002,-1,-0.1595776908350086,56.87,Suspicious,"large_tx_flag, dest_high_risk","High Transaction Amount(0.8), High-Risk Country (Destination)(0.9)"
2391,85,4113,Transfer,0.9,1,0.0,14.0,Normal,,High-Risk Country (Destination)(0.9)
2393,85,38310,Deposit,1.7000000000000002,-1,-0.1595776908350086,56.87,Suspicious,"large_tx_flag, dest_high_risk","High Transaction Amount(0.8), High-Risk Country (Destination)(0.9)"
2394,85,2353,Withdrawal,0.9,1,0.0,14.0,Normal,,High-Risk Country (Destination)(0.9)
2395,85,19591,Transfer,0.8,-1,-0.0854493878440246,36.96,Suspicious,large_tx_flag,High Transaction Amount(0.8)
2396,85,4419,Investment,0.9,1,0.0,14.0,Normal,,High-Risk Country (Destination)(0.9)
2397,85,2322,Investment,0.9,1,0.0,14.0,Normal,,High-Risk Country (Destination)(0.9)
2398,85,4305,Transfer,0.9,1,0.0,14.0,Normal,,High-Risk Country (Destination)(0.9)
2399,85,4855,Deposit,1.8,-1,-0.1760747184023973,61.31,Suspicious,"dest_high_risk, cross_border_to_high_risk","High-Risk Country (Destination)(0.9), Cross-Border to High-Risk Country(0.9)"
2400,85,4653,Withdrawal,0.9,1,0.0,14.0,Normal,,High-Risk Country (Destination)(0.9)
2401,85,3170,Investment,0.9,1,0.0,14.0,Normal,,High-Risk Country (Destination)(0.9)
2403,85,2832,Investment,0.9,1,0.0,14.0,Normal,,High-Risk Country (Destination)(0.9)
2404,85,2684,Transfer,0.9,1,0.0,14.0,Normal,,High-Risk Country (Destination)(0.9)
2405,85,2261,Deposit,0.9,1,0.0,14.0,Normal,,High-Risk Country (Destination)(0.9)
2406,85,4430,Withdrawal,0.9,1,0.0,14.0,Normal,,High-Risk Country (Destination)(0.9)
2407,85,3599,Transfer,0.9,1,0.0,14.0,Normal,,High-Risk Country (Destination)(0.9)
2408,85,35854,Withdrawal,1.7000000000000002,-1,-0.2660367708785436,85.48,Suspicious,"large_tx_flag, dest_high_risk, very_large_withdrawal_flag","High Transaction Amount(0.8), High-Risk Country (Destination)(0.9)"
2409,86,2130,Deposit,1.8,-1,-0.1760747184023973,61.31,Suspicious,"dest_high_risk, cross_border_to_high_risk","High-Risk Country (Destination)(0.9), Cross-Border to High-Risk Country(0.9)"
2418,86,20689,Transfer,0.8,-1,-0.0854493878440246,36.96,Suspicious,large_tx_flag,High Transaction Amount(0.8)
2423,87,3491,Investment,1.8,-1,-0.1760747184023973,61.31,Suspicious,"dest_high_risk, cross_border_to_high_risk","High-Risk Country (Destination)(0.9), Cross-Border to High-Risk Country(0.9)"
2440,87,45117,Deposit,0.8,-1,-0.0854493878440246,36.96,Suspicious,large_tx_flag,High Transaction Amount(0.8)
2450,87,33913,Withdrawal,0.8,-1,-0.2056878940088681,69.26,Suspicious,"large_tx_flag, very_large_withdrawal_flag",High Transaction Amount(0.8)
2452,87,38820,Withdrawal,0.8,-1,-0.2056878940088681,69.26,Suspicious,"large_tx_flag, very_large_withdrawal_flag",High Transaction Amount(0.8)
2456,88,18319,Investment,0.8,-1,-0.0854493878440246,36.96,Suspicious,large_tx_flag,High Transaction Amount(0.8)
2459,88,39237,Investment,0.8,-1,-0.0854493878440246,36.96,Suspicious,large_tx_flag,High Transaction Amount(0.8)
2461,88,47864,Withdrawal,0.8,-1,-0.2056878940088681,69.26,Suspicious,"large_tx_flag, very_large_withdrawal_flag",High Transaction Amount(0.8)
2474,89,38992,Withdrawal,0.8,-1,-0.2056878940088681,69.26,Suspicious,"large_tx_flag, very_large_withdrawal_flag",High Transaction Amount(0.8)
2479,89,42460,Investment,0.8,-1,-0.0854493878440246,36.96,Suspicious,large_tx_flag,High Transaction Amount(0.8)
2482,90,4665,Withdrawal,0.9,1,0.0,14.0,Normal,,High-Risk Country (Destination)(0.9)
2483,90,30311,Withdrawal,2.6,-1,-0.3200951546419447,100.0,Suspicious,"large_tx_flag, dest_high_risk, cross_border_to_high_risk, very_large_withdrawal_flag","High Transaction Amount(0.8), High-Risk Country (Destination)(0.9), Cross-Border to High-Risk Country(0.9)"
2484,90,2667,Withdrawal,0.9,1,0.0,14.0,Normal,,High-Risk Country (Destination)(0.9)
2485,90,2161,Transfer,0.9,1,0.0,14.0,Normal,,High-Risk Country (Destination)(0.9)
2486,90,12792,Investment,1.7000000000000002,-1,-0.1595776908350086,56.87,Suspicious,"large_tx_flag, dest_high_risk","High Transaction Amount(0.8), High-Risk Country (Destination)(0.9)"
2487,90,4862,Deposit,0.9,1,0.0,14.0,Normal,,High-Risk Country (Destination)(0.9)
2488,90,4292,Withdrawal,0.9,1,0.0,14.0,Normal,,High-Risk Country (Destination)(0.9)
2489,90,46166,Withdrawal,1.7000000000000002,-1,-0.2660367708785436,85.48,Suspicious,"large_tx_flag, dest_high_risk, very_large_withdrawal_flag","High Transaction Amount(0.8), High-Risk Country (Destination)(0.9)"
2491,90,2916,Deposit,0.9,1,0.0,14.0,Normal,,High-Risk Country (Destination)(0.9)
2492,90,3057,Investment,0.9,1,0.0,14.0,Normal,,High-Risk Country (Destination)(0.9)
2493,90,3865,Deposit,0.9,1,0.0,14.0,Normal,,High-Risk Country (Destination)(0.9)
2494,90,2370,Withdrawal,0.9,1,0.0,14.0,Normal,,High-Risk Country (Destination)(0.9)
2495,90,3199,Deposit,1.8,-1,-0.1760747184023973,61.31,Suspicious,"dest_high_risk, cross_border_to_high_risk","High-Risk Country (Destination)(0.9), Cross-Border to High-Risk Country(0.9)"
2496,90,2191,Withdrawal,0.9,1,0.0,14.0,Normal,,High-Risk Country (Destination)(0.9)
2497,90,2186,Deposit,0.9,1,0.0,14.0,Normal,,High-Risk Country (Destination)(0.9)
2498,90,29501,Investment,1.7000000000000002,-1,-0.1595776908350086,56.87,Suspicious,"large_tx_flag, dest_high_risk","High Transaction Amount(0.8), High-Risk Country (Destination)(0.9)"
2499,90,3527,Deposit,0.9,1,0.0,14.0,Normal,,High-Risk Country (Destination)(0.9)
2501,90,4770,Withdrawal,0.9,1,0.0,14.0,Normal,,High-Risk Country (Destination)(0.9)
2502,90,20471,Transfer,1.7000000000000002,-1,-0.1595776908350086,56.87,Suspicious,"large_tx_flag, dest_high_risk","High Transaction Amount(0.8), High-Risk Country (Destination)(0.9)"
2503,90,4052,Withdrawal,0.9,1,0.0,14.0,Normal,,High-Risk Country (Destination)(0.9)
2504,90,4815,Transfer,0.9,1,0.0,14.0,Normal,,High-Risk Country (Destination)(0.9)
2505,90,2474,Investment,0.9,1,0.0,14.0,Normal,,High-Risk Country (Destination)(0.9)
2506,90,4143,Transfer,0.9,1,0.0,14.0,Normal,,High-Risk Country (Destination)(0.9)
2507,90,2607,Investment,0.9,1,0.0,14.0,Normal,,High-Risk Country (Destination)(0.9)
2508,90,3669,Withdrawal,0.9,1,0.0,14.0,Normal,,High-Risk Country (Destination)(0.9)
2509,90,45733,Investment,1.7000000000000002,-1,-0.1595776908350086,56.87,Suspicious,"large_tx_flag, dest_high_risk","High Transaction Amount(0.8), High-Risk Country (Destination)(0.9)"
2510,90,31200,Deposit,1.7000000000000002,-1,-0.1595776908350086,56.87,Suspicious,"large_tx_flag, dest_high_risk","High Transaction Amount(0.8), High-Risk Country (Destination)(0.9)"
2512,90,3333,Withdrawal,0.9,1,0.0,14.0,Normal,,High-Risk Country (Destination)(0.9)
2513,90,3575,Transfer,0.9,1,0.0,14.0,Normal,,High-Risk Country (Destination)(0.9)
2514,90,3467,Withdrawal,0.9,1,0.0,14.0,Normal,,High-Risk Country (Destination)(0.9)
2515,90,2161,Investment,0.9,1,0.0,14.0,Normal,,High-Risk Country (Destination)(0.9)
2516,90,25639,Investment,0.8,-1,-0.0854493878440246,36.96,Suspicious,large_tx_flag,High Transaction Amount(0.8)
2517,90,15961,Deposit,1.7000000000000002,-1,-0.1595776908350086,56.87,Suspicious,"large_tx_flag, dest_high_risk","High Transaction Amount(0.8), High-Risk Country (Destination)(0.9)"
2518,90,3522,Investment,0.9,1,0.0,14.0,Normal,,High-Risk Country (Destination)(0.9)
2528,91,24255,Transfer,0.8,-1,-0.0854493878440246,36.96,Suspicious,large_tx_flag,High Transaction Amount(0.8)
2530,91,40868,Deposit,0.8,-1,-0.0854493878440246,36.96,Suspicious,large_tx_flag,High Transaction Amount(0.8)
2533,91,29590,Transfer,0.8,-1,-0.0854493878440246,36.96,Suspicious,large_tx_flag,High Transaction Amount(0.8)
2534,91,2747,Transfer,1.8,-1,-0.1760747184023973,61.31,Suspicious,"dest_high_risk, cross_border_to_high_risk","High-Risk Country (Destination)(0.9), Cross-Border to High-Risk Country(0.9)"
2545,91,33399,Transfer,0.8,-1,-0.0854493878440246,36.96,Suspicious,large_tx_flag,High Transaction Amount(0.8)
2554,92,40408,Transfer,0.8,-1,-0.0854493878440246,36.96,Suspicious,large_tx_flag,High Transaction Amount(0.8)
2556,93,36835,Withdrawal,0.8,-1,-0.2056878940088681,69.26,Suspicious,"large_tx_flag, very_large_withdrawal_flag",High Transaction Amount(0.8)
2557,93,19983,Withdrawal,0.8,-1,-0.2056878940088681,69.26,Suspicious,"large_tx_flag, very_large_withdrawal_flag",High Transaction Amount(0.8)
2558,93,38614,Investment,0.8,-1,-0.0854493878440246,36.96,Suspicious,large_tx_flag,High Transaction Amount(0.8)
2559,93,23447,Withdrawal,0.8,-1,-0.2056878940088681,69.26,Suspicious,"large_tx_flag, very_large_withdrawal_flag",High Transaction Amount(0.8)
2565,93,39787,Deposit,2.6,-1,-0.269784026770844,86.48,Suspicious,"large_tx_flag, dest_high_risk, cross_border_to_high_risk","High Transaction Amount(0.8), High-Risk Country (Destination)(0.9), Cross-Border to High-Risk Country(0.9)"
2568,93,19078,Deposit,0.8,-1,-0.0854493878440246,36.96,Suspicious,large_tx_flag,High Transaction Amount(0.8)
2570,93,32183,Deposit,0.8,-1,-0.0854493878440246,36.96,Suspicious,large_tx_flag,High Transaction Amount(0.8)
2575,94,21987,Transfer,0.8,-1,-0.0854493878440246,36.96,Suspicious,large_tx_flag,High Transaction Amount(0.8)
2583,94,10100,Withdrawal,0.8,-1,-0.2056878940088681,69.26,Suspicious,"large_tx_flag, very_large_withdrawal_flag",High Transaction Amount(0.8)
2584,94,37912,Withdrawal,0.8,-1,-0.2056878940088681,69.26,Suspicious,"large_tx_flag, very_large_withdrawal_flag",High Transaction Amount(0.8)
2591,94,24763,Deposit,0.8,-1,-0.0854493878440246,36.96,Suspicious,large_tx_flag,High Transaction Amount(0.8)
2622,95,17296,Deposit,0.8,-1,-0.0854493878440246,36.96,Suspicious,large_tx_flag,High Transaction Amount(0.8)
2623,95,28892,Deposit,0.8,-1,-0.0854493878440246,36.96,Suspicious,large_tx_flag,High Transaction Amount(0.8)
2641,95,23328,Investment,0.8,-1,-0.0854493878440246,36.96,Suspicious,large_tx_flag,High Transaction Amount(0.8)
2645,95,14498,Withdrawal,0.8,-1,-0.2056878940088681,69.26,Suspicious,"large_tx_flag, very_large_withdrawal_flag",High Transaction Amount(0.8)
2646,95,3739,Investment,1.8,-1,-0.1760747184023973,61.31,Suspicious,"dest_high_risk, cross_border_to_high_risk","High-Risk Country (Destination)(0.9), Cross-Border to High-Risk Country(0.9)"
2651,96,34754,Transfer,0.8,-1,-0.0854493878440246,36.96,Suspicious,large_tx_flag,High Transaction Amount(0.8)
2663,96,2667,Investment,1.8,-1,-0.1760747184023973,61.31,Suspicious,"dest_high_risk, cross_border_to_high_risk","High-Risk Country (Destination)(0.9), Cross-Border to High-Risk Country(0.9)"
2670,96,2152,Withdrawal,1.8,-1,-0.1760747184023973,61.31,Suspicious,"dest_high_risk, cross_border_to_high_risk","High-Risk Country (Destination)(0.9), Cross-Border to High-Risk Country(0.9)"
2674,97,46947,Transfer,0.8,-1,-0.0854493878440246,36.96,Suspicious,large_tx_flag,High Transaction Amount(0.8)
2676,97,13069,Investment,0.8,-1,-0.0854493878440246,36.96,Suspicious,large_tx_flag,High Transaction Amount(0.8)
2687,97,19458,Investment,0.8,-1,-0.0854493878440246,36.96,Suspicious,large_tx_flag,High Transaction Amount(0.8)
2694,97,3084,Deposit,1.8,-1,-0.1760747184023973,61.31,Suspicious,"dest_high_risk, cross_border_to_high_risk","High-Risk Country (Destination)(0.9), Cross-Border to High-Risk Country(0.9)"
2697,97,45005,Transfer,0.8,-1,-0.0854493878440246,36.96,Suspicious,large_tx_flag,High Transaction Amount(0.8)
2705,98,20503,Transfer,0.8,-1,-0.0854493878440246,36.96,Suspicious,large_tx_flag,High Transaction Amount(0.8)
2708,98,19494,Transfer,0.8,-1,-0.0854493878440246,36.96,Suspicious,large_tx_flag,High Transaction Amount(0.8)
2713,98,28976,Withdrawal,0.8,-1,-0.2056878940088681,69.26,Suspicious,"large_tx_flag, very_large_withdrawal_flag",High Transaction Amount(0.8)
2716,98,2702,Transfer,1.8,-1,-0.1760747184023973,61.31,Suspicious,"dest_high_risk, cross_border_to_high_risk","High-Risk Country (Destination)(0.9), Cross-Border to High-Risk Country(0.9)"
2746,100,4489,Withdrawal,1.8,-1,-0.1760747184023973,61.31,Suspicious,"dest_high_risk, cross_border_to_high_risk","High-Risk Country (Destination)(0.9), Cross-Border to High-Risk Country(0.9)"
2753,100,26458,Transfer,0.8,-1,-0.0854493878440246,36.96,Suspicious,large_tx_flag,High Transaction Amount(0.8)
2756,100,39820,Investment,0.8,-1,-0.0854493878440246,36.96,Suspicious,large_tx_flag,High Transaction Amount(0.8)
2757,101,48826,Withdrawal,0.8,-1,-0.2056878940088681,69.26,Suspicious,"large_tx_flag, very_large_withdrawal_flag",High Transaction Amount(0.8)
2772,102,4521,Withdrawal,1.8,-1,-0.1760747184023973,61.31,Suspicious,"dest_high_risk, cross_border_to_high_risk","High-Risk Country (Destination)(0.9), Cross-Border to High-Risk Country(0.9)"
2780,102,12639,Investment,0.8,-1,-0.0854493878440246,36.96,Suspicious,large_tx_flag,High Transaction Amount(0.8)
2782,102,26670,Deposit,0.8,-1,-0.0854493878440246,36.96,Suspicious,large_tx_flag,High Transaction Amount(0.8)
2784,102,44522,Transfer,0.8,-1,-0.0854493878440246,36.96,Suspicious,large_tx_flag,High Transaction Amount(0.8)
2796,102,21524,Withdrawal,0.8,-1,-0.2056878940088681,69.26,Suspicious,"large_tx_flag, very_large_withdrawal_flag",High Transaction Amount(0.8)
2802,102,40802,Investment,0.8,-1,-0.0854493878440246,36.96,Suspicious,large_tx_flag,High Transaction Amount(0.8)
2803,102,28332,Investment,0.8,-1,-0.0854493878440246,36.96,Suspicious,large_tx_flag,High Transaction Amount(0.8)
2812,103,16122,Deposit,0.8,-1,-0.0854493878440246,36.96,Suspicious,large_tx_flag,High Transaction Amount(0.8)
2814,103,19687,Deposit,0.8,-1,-0.0854493878440246,36.96,Suspicious,large_tx_flag,High Transaction Amount(0.8)
2824,103,16927,Withdrawal,0.8,-1,-0.2056878940088681,69.26,Suspicious,"large_tx_flag, very_large_withdrawal_flag",High Transaction Amount(0.8)
2826,103,17073,Deposit,0.8,-1,-0.0854493878440246,36.96,Suspicious,large_tx_flag,High Transaction Amount(0.8)
2834,103,36493,Withdrawal,0.8,-1,-0.2056878940088681,69.26,Suspicious,"large_tx_flag, very_large_withdrawal_flag",High Transaction Amount(0.8)
2852,104,4860,Withdrawal,0.9,1,0.0,14.0,Normal,,High-Risk Country (Destination)(0.9)
2853,104,4773,Investment,0.9,1,0.0,14.0,Normal,,High-Risk Country (Destination)(0.9)
2855,104,46669,Transfer,1.7000000000000002,-1,-0.1595776908350086,56.87,Suspicious,"large_tx_flag, dest_high_risk","High Transaction Amount(0.8), High-Risk Country (Destination)(0.9)"
2856,104,2187,Deposit,0.9,1,0.0,14.0,Normal,,High-Risk Country (Destination)(0.9)
2857,104,3969,Withdrawal,0.9,1,0.0,14.0,Normal,,High-Risk Country (Destination)(0.9)
2859,104,4171,Withdrawal,0.9,1,0.0,14.0,Normal,,High-Risk Country (Destination)(0.9)
2860,104,3642,Investment,0.9,1,0.0,14.0,Normal,,High-Risk Country (Destination)(0.9)
2861,104,3355,Withdrawal,0.9,1,0.0,14.0,Normal,,High-Risk Country (Destination)(0.9)
2862,104,4396,Investment,0.9,1,0.0,14.0,Normal,,High-Risk Country (Destination)(0.9)
2863,104,3541,Investment,0.9,1,0.0,14.0,Normal,,High-Risk Country (Destination)(0.9)
2864,104,47156,Withdrawal,1.7000000000000002,-1,-0.2660367708785436,85.48,Suspicious,"large_tx_flag, dest_high_risk, very_large_withdrawal_flag","High Transaction Amount(0.8), High-Risk Country (Destination)(0.9)"
2865,104,3820,Investment,0.9,1,0.0,14.0,Normal,,High-Risk Country (Destination)(0.9)
2866,104,3622,Investment,0.9,1,0.0,14.0,Normal,,High-Risk Country (Destination)(0.9)
2867,104,3644,Transfer,0.9,1,0.0,14.0,Normal,,High-Risk Country (Destination)(0.9)
2869,104,4682,Investment,0.9,1,0.0,14.0,Normal,,High-Risk Country (Destination)(0.9)
2870,104,2752,Deposit,0.9,1,0.0,14.0,Normal,,High-Risk Country (Destination)(0.9)
2871,104,4444,Withdrawal,0.9,1,0.0,14.0,Normal,,High-Risk Country (Destination)(0.9)
2872,104,4119,Investment,0.9,1,0.0,14.0,Normal,,High-Risk Country (Destination)(0.9)
2873,104,10577,Investment,1.7000000000000002,-1,-0.1595776908350086,56.87,Suspicious,"large_tx_flag, dest_high_risk","High Transaction Amount(0.8), High-Risk Country (Destination)(0.9)"
2874,104,2834,Withdrawal,0.9,1,0.0,14.0,Normal,,High-Risk Country (Destination)(0.9)
2875,104,24532,Withdrawal,1.7000000000000002,-1,-0.2660367708785436,85.48,Suspicious,"large_tx_flag, dest_high_risk, very_large_withdrawal_flag","High Transaction Amount(0.8), High-Risk Country (Destination)(0.9)"
2876,104,4403,Investment,0.9,1,0.0,14.0,Normal,,High-Risk Country (Destination)(0.9)
2877,104,3452,Transfer,0.9,1,0.0,14.0,Normal,,High-Risk Country (Destination)(0.9)
2878,104,3820,Transfer,0.9,1,0.0,14.0,Normal,,High-Risk Country (Destination)(0.9)
2879,104,20813,Deposit,1.7000000000000002,-1,-0.1595776908350086,56.87,Suspicious,"large_tx_flag, dest_high_risk","High Transaction Amount(0.8), High-Risk Country (Destination)(0.9)"
