transaction_id,client_id,transaction_amount,transaction_date,transaction_type,status,origin_country,destination_country,name,country,age,kyc_status,customer_type,registration_date,origin_risk_level,origin_aml_score,destination_risk_level,destination_aml_score,document_type,doc_verification_status,doc_upload_date,days_since_transaction,days_since_registration,is_cross_border,cross_border_to_high_risk,ml_anomaly_flag,ml_anomaly_score,ml_risk_score,ml_risk_category,reason
117,6,3477,2025-09-09,Transfer,Completed,Russia,Russia,Client_6,Russia,34,Pending,Corporate,2025-07-10,High,50,High,50,Bank Statement,Pending,2025-08-24,34,95,0,0,1,0.0,14.0,Normal,None
118,6,3826,2025-09-06,Deposit,Pending,Russia,Russia,Client_6,Russia,34,Pending,Corporate,2025-07-10,High,50,High,50,Bank Statement,Pending,2025-08-24,37,95,0,0,1,0.0,14.0,Normal,None
119,6,35218,2025-08-24,Investment,Failed,Russia,Russia,Client_6,Russia,34,Pending,Corporate,2025-07-10,High,50,High,50,Bank Statement,Pending,2025-08-24,50,95,0,0,-1,-0.15957769083500867,56.87,Suspicious,"large_tx_flag, dest_high_risk"
120,6,43690,2025-09-01,Transfer,Completed,Russia,Russia,Client_6,Russia,34,Pending,Corporate,2025-07-10,High,50,High,50,Bank Statement,Pending,2025-08-24,42,95,0,0,-1,-0.15957769083500867,56.87,Suspicious,"large_tx_flag, dest_high_risk"
121,6,3219,2025-09-23,Transfer,Completed,Russia,Russia,Client_6,Russia,34,Pending,Corporate,2025-07-10,High,50,High,50,Bank Statement,Pending,2025-08-24,20,95,0,0,1,0.0,14.0,Normal,None
122,6,2096,2025-09-02,Transfer,Completed,Russia,Russia,Client_6,Russia,34,Pending,Corporate,2025-07-10,High,50,High,50,Bank Statement,Pending,2025-08-24,41,95,0,0,1,0.0,14.0,Normal,None
123,6,36329,2025-08-14,Deposit,Completed,Russia,Russia,Client_6,Russia,34,Pending,Corporate,2025-07-10,High,50,High,50,Bank Statement,Pending,2025-08-24,60,95,0,0,-1,-0.15957769083500867,56.87,Suspicious,"large_tx_flag, dest_high_risk"
124,6,2901,2025-07-18,Deposit,Completed,Russia,Russia,Client_6,Russia,34,Pending,Corporate,2025-07-10,High,50,High,50,Bank Statement,Pending,2025-08-24,87,95,0,0,1,0.0,14.0,Normal,None
125,6,2166,2025-09-09,Withdrawal,Pending,Russia,Russia,Client_6,Russia,34,Pending,Corporate,2025-07-10,High,50,High,50,Bank Statement,Pending,2025-08-24,34,95,0,0,1,0.0,14.0,Normal,None
126,6,4606,2025-07-19,Deposit,Completed,Russia,Russia,Client_6,Russia,34,Pending,Corporate,2025-07-10,High,50,High,50,Bank Statement,Pending,2025-08-24,86,95,0,0,1,0.0,14.0,Normal,None
127,6,2370,2025-09-14,Deposit,Completed,Russia,China,Client_6,Russia,34,Pending,Corporate,2025-07-10,High,50,Medium,65,Bank Statement,Pending,2025-08-24,29,95,1,0,1,0.05210346042305769,0.0,Normal,None
128,6,37974,2025-10-03,Investment,Completed,Russia,USA,Client_6,Russia,34,Pending,Corporate,2025-07-10,High,50,Low,95,Bank Statement,Pending,2025-08-24,10,95,1,0,-1,-0.08544938784402462,36.96,Suspicious,large_tx_flag
129,6,3122,2025-07-25,Transfer,Completed,Russia,UAE,Client_6,Russia,34,Pending,Corporate,2025-07-10,High,50,Medium,75,Bank Statement,Pending,2025-08-24,80,95,1,0,1,0.05210346042305769,0.0,Normal,None
130,6,4922,2025-10-02,Deposit,Completed,Russia,Russia,Client_6,Russia,34,Pending,Corporate,2025-07-10,High,50,High,50,Bank Statement,Pending,2025-08-24,11,95,0,0,1,0.0,14.0,Normal,None
131,6,2245,2025-08-01,Transfer,Completed,Russia,Nigeria,Client_6,Russia,34,Pending,Corporate,2025-07-10,High,50,High,45,Bank Statement,Pending,2025-08-24,73,95,1,1,-1,-0.17607471840239736,61.31,Suspicious,"dest_high_risk, cross_border_to_high_risk"
132,6,2100,2025-10-06,Deposit,Completed,Russia,Russia,Client_6,Russia,34,Pending,Corporate,2025-07-10,High,50,High,50,Bank Statement,Pending,2025-08-24,7,95,0,0,1,0.0,14.0,Normal,None
133,6,2906,2025-09-14,Investment,Completed,Russia,Russia,Client_6,Russia,34,Pending,Corporate,2025-07-10,High,50,High,50,Bank Statement,Pending,2025-08-24,29,95,0,0,1,0.0,14.0,Normal,None
134,6,4105,2025-08-12,Deposit,Completed,Russia,Russia,Client_6,Russia,34,Pending,Corporate,2025-07-10,High,50,High,50,Bank Statement,Pending,2025-08-24,62,95,0,0,1,0.0,14.0,Normal,None
135,6,2530,2025-09-10,Investment,Completed,Russia,Russia,Client_6,Russia,34,Pending,Corporate,2025-07-10,High,50,High,50,Bank Statement,Pending,2025-08-24,33,95,0,0,1,0.0,14.0,Normal,None
136,7,3202,2025-09-23,Withdrawal,Pending,Nigeria,Nigeria,Client_7,Nigeria,61,Verified,Individual,2025-10-05,High,45,High,45,Passport,Verified,2025-01-23,20,8,0,0,1,0.0,14.0,Normal,None
137,7,3092,2025-08-25,Withdrawal,Pending,Nigeria,Nigeria,Client_7,Nigeria,61,Verified,Individual,2025-10-05,High,45,High,45,Passport,Verified,2025-01-23,49,8,0,0,1,0.0,14.0,Normal,None
138,7,3856,2025-08-07,Deposit,Completed,Nigeria,Nigeria,Client_7,Nigeria,61,Verified,Individual,2025-10-05,High,45,High,45,Passport,Verified,2025-01-23,67,8,0,0,1,0.0,14.0,Normal,None
139,7,2299,2025-07-19,Deposit,Completed,Nigeria,Nigeria,Client_7,Nigeria,61,Verified,Individual,2025-10-05,High,45,High,45,Passport,Verified,2025-01-23,86,8,0,0,1,0.0,14.0,Normal,None
140,7,2580,2025-08-15,Investment,Completed,Nigeria,Nigeria,Client_7,Nigeria,61,Verified,Individual,2025-10-05,High,45,High,45,Passport,Verified,2025-01-23,59,8,0,0,1,0.0,14.0,Normal,None
141,7,3952,2025-10-08,Investment,Completed,Nigeria,Nigeria,Client_7,Nigeria,61,Verified,Individual,2025-10-05,High,45,High,45,Passport,Verified,2025-01-23,5,8,0,0,1,0.0,14.0,Normal,None
142,7,2501,2025-09-14,Transfer,Completed,Nigeria,Nigeria,Client_7,Nigeria,61,Verified,Individual,2025-10-05,High,45,High,45,Passport,Verified,2025-01-23,29,8,0,0,1,0.0,14.0,Normal,None
143,7,2245,2025-07-25,Withdrawal,Completed,Nigeria,Nigeria,Client_7,Nigeria,61,Verified,Individual,2025-10-05,High,45,High,45,Passport,Verified,2025-01-23,80,8,0,0,1,0.0,14.0,Normal,None
144,7,2949,2025-07-29,Investment,Completed,Nigeria,Nigeria,Client_7,Nigeria,61,Verified,Individual,2025-10-05,High,45,High,45,Passport,Verified,2025-01-23,76,8,0,0,1,0.0,14.0,Normal,None
145,7,3198,2025-08-18,Investment,Completed,Nigeria,Nigeria,Client_7,Nigeria,61,Verified,Individual,2025-10-05,High,45,High,45,Passport,Verified,2025-01-23,56,8,0,0,1,0.0,14.0,Normal,None
146,7,3187,2025-08-06,Deposit,Completed,Nigeria,Nigeria,Client_7,Nigeria,61,Verified,Individual,2025-10-05,High,45,High,45,Passport,Verified,2025-01-23,68,8,0,0,1,0.0,14.0,Normal,None
147,7,4854,2025-10-09,Withdrawal,Completed,Nigeria,Nigeria,Client_7,Nigeria,61,Verified,Individual,2025-10-05,High,45,High,45,Passport,Verified,2025-01-23,4,8,0,0,1,0.0,14.0,Normal,None
148,7,42210,2025-09-05,Transfer,Completed,Nigeria,Nigeria,Client_7,Nigeria,61,Verified,Individual,2025-10-05,High,45,High,45,Passport,Verified,2025-01-23,38,8,0,0,-1,-0.15957769083500867,56.87,Suspicious,"large_tx_flag, dest_high_risk"
149,7,3026,2025-07-25,Investment,Completed,Nigeria,Nigeria,Client_7,Nigeria,61,Verified,Individual,2025-10-05,High,45,High,45,Passport,Verified,2025-01-23,80,8,0,0,1,0.0,14.0,Normal,None
150,7,4631,2025-08-02,Investment,Completed,Nigeria,Nigeria,Client_7,Nigeria,61,Verified,Individual,2025-10-05,High,45,High,45,Passport,Verified,2025-01-23,72,8,0,0,1,0.0,14.0,Normal,None
151,7,3079,2025-09-14,Withdrawal,Pending,Nigeria,Russia,Client_7,Nigeria,61,Verified,Individual,2025-10-05,High,45,High,50,Passport,Verified,2025-01-23,29,8,1,1,-1,-0.17607471840239736,61.31,Suspicious,"dest_high_risk, cross_border_to_high_risk"
152,7,2395,2025-10-12,Investment,Completed,Nigeria,Nigeria,Client_7,Nigeria,61,Verified,Individual,2025-10-05,High,45,High,45,Passport,Verified,2025-01-23,1,8,0,0,1,0.0,14.0,Normal,None
153,7,2201,2025-07-23,Deposit,Completed,Nigeria,Nigeria,Client_7,Nigeria,61,Verified,Individual,2025-10-05,High,45,High,45,Passport,Verified,2025-01-23,82,8,0,0,1,0.0,14.0,Normal,None
154,7,3446,2025-08-01,Transfer,Completed,Nigeria,UK,Client_7,Nigeria,61,Verified,Individual,2025-10-05,High,45,Low,92,Passport,Verified,2025-01-23,73,8,1,0,1,0.05210346042305769,0.0,Normal,None
155,7,4656,2025-09-22,Withdrawal,Completed,Nigeria,Nigeria,Client_7,Nigeria,61,Verified,Individual,2025-10-05,High,45,High,45,Passport,Verified,2025-01-23,21,8,0,0,1,0.0,14.0,Normal,None
156,7,3245,2025-09-26,Transfer,Pending,Nigeria,Nigeria,Client_7,Nigeria,61,Verified,Individual,2025-10-05,High,45,High,45,Passport,Verified,2025-01-23,17,8,0,0,1,0.0,14.0,Normal,None
157,7,2689,2025-08-23,Investment,Completed,Nigeria,Nigeria,Client_7,Nigeria,61,Verified,Individual,2025-10-05,High,45,High,45,Passport,Verified,2025-01-23,51,8,0,0,1,0.0,14.0,Normal,None
158,7,4679,2025-07-18,Withdrawal,Completed,Nigeria,Nigeria,Client_7,Nigeria,61,Verified,Individual,2025-10-05,High,45,High,45,Passport,Verified,2025-01-23,87,8,0,0,1,0.0,14.0,Normal,None
159,7,18384,2025-09-17,Withdrawal,Completed,Nigeria,Nigeria,Client_7,Nigeria,61,Verified,Individual,2025-10-05,High,45,High,45,Passport,Verified,2025-01-23,26,8,0,0,-1,-0.26603677087854366,85.48,Suspicious,"large_tx_flag, dest_high_risk, very_large_withdrawal_flag"
160,7,4858,2025-10-01,Transfer,Pending,Nigeria,Nigeria,Client_7,Nigeria,61,Verified,Individual,2025-10-05,High,45,High,45,Passport,Verified,2025-01-23,12,8,0,0,1,0.0,14.0,Normal,None
161,7,4350,2025-08-02,Investment,Failed,Nigeria,Nigeria,Client_7,Nigeria,61,Verified,Individual,2025-10-05,High,45,High,45,Passport,Verified,2025-01-23,72,8,0,0,1,0.0,14.0,Normal,None
162,7,27974,2025-09-05,Transfer,Completed,Nigeria,Nigeria,Client_7,Nigeria,61,Verified,Individual,2025-10-05,High,45,High,45,Passport,Verified,2025-01-23,38,8,0,0,-1,-0.15957769083500867,56.87,Suspicious,"large_tx_flag, dest_high_risk"
163,8,35587,2025-08-26,Investment,Completed,Nigeria,Germany,Client_8,Nigeria,44,Verified,Individual,2024-10-18,High,45,Low,94,Passport,Verified,2025-01-04,48,360,1,0,-1,-0.08544938784402462,36.96,Suspicious,large_tx_flag
164,8,3370,2025-07-16,Investment,Completed,Nigeria,Nigeria,Client_8,Nigeria,44,Verified,Individual,2024-10-18,High,45,High,45,Passport,Verified,2025-01-04,89,360,0,0,1,0.0,14.0,Normal,None
165,8,4246,2025-07-27,Withdrawal,Completed,Nigeria,Nigeria,Client_8,Nigeria,44,Verified,Individual,2024-10-18,High,45,High,45,Passport,Verified,2025-01-04,78,360,0,0,1,0.0,14.0,Normal,None
166,8,24635,2025-08-27,Deposit,Completed,Nigeria,Nigeria,Client_8,Nigeria,44,Verified,Individual,2024-10-18,High,45,High,45,Passport,Verified,2025-01-04,47,360,0,0,-1,-0.15957769083500867,56.87,Suspicious,"large_tx_flag, dest_high_risk"
167,8,3352,2025-09-27,Transfer,Completed,Nigeria,Nigeria,Client_8,Nigeria,44,Verified,Individual,2024-10-18,High,45,High,45,Passport,Verified,2025-01-04,16,360,0,0,1,0.0,14.0,Normal,None
168,8,4665,2025-08-03,Investment,Completed,Nigeria,Nigeria,Client_8,Nigeria,44,Verified,Individual,2024-10-18,High,45,High,45,Passport,Verified,2025-01-04,71,360,0,0,1,0.0,14.0,Normal,None
169,8,3651,2025-09-30,Withdrawal,Completed,Nigeria,Nigeria,Client_8,Nigeria,44,Verified,Individual,2024-10-18,High,45,High,45,Passport,Verified,2025-01-04,13,360,0,0,1,0.0,14.0,Normal,None
170,8,4742,2025-10-05,Transfer,Pending,Nigeria,Nigeria,Client_8,Nigeria,44,Verified,Individual,2024-10-18,High,45,High,45,Passport,Verified,2025-01-04,8,360,0,0,1,0.0,14.0,Normal,None
171,8,49776,2025-07-25,Withdrawal,Completed,Nigeria,Nigeria,Client_8,Nigeria,44,Verified,Individual,2024-10-18,High,45,High,45,Passport,Verified,2025-01-04,80,360,0,0,-1,-0.26603677087854366,85.48,Suspicious,"large_tx_flag, dest_high_risk, very_large_withdrawal_flag"
172,8,2148,2025-09-29,Investment,Completed,Nigeria,Nigeria,Client_8,Nigeria,44,Verified,Individual,2024-10-18,High,45,High,45,Passport,Verified,2025-01-04,14,360,0,0,1,0.0,14.0,Normal,None
173,8,4352,2025-10-08,Transfer,Completed,Nigeria,China,Client_8,Nigeria,44,Verified,Individual,2024-10-18,High,45,Medium,65,Passport,Verified,2025-01-04,5,360,1,0,1,0.05210346042305769,0.0,Normal,None
174,8,2619,2025-08-17,Deposit,Completed,Nigeria,Nigeria,Client_8,Nigeria,44,Verified,Individual,2024-10-18,High,45,High,45,Passport,Verified,2025-01-04,57,360,0,0,1,0.0,14.0,Normal,None
175,8,3725,2025-07-23,Deposit,Completed,Nigeria,Nigeria,Client_8,Nigeria,44,Verified,Individual,2024-10-18,High,45,High,45,Passport,Verified,2025-01-04,82,360,0,0,1,0.0,14.0,Normal,None
176,8,29650,2025-07-28,Transfer,Completed,Nigeria,Nigeria,Client_8,Nigeria,44,Verified,Individual,2024-10-18,High,45,High,45,Passport,Verified,2025-01-04,77,360,0,0,-1,-0.15957769083500867,56.87,Suspicious,"large_tx_flag, dest_high_risk"
177,8,4345,2025-09-13,Deposit,Completed,Nigeria,Australia,Client_8,Nigeria,44,Verified,Individual,2024-10-18,High,45,Low,91,Passport,Verified,2025-01-04,30,360,1,0,1,0.05210346042305769,0.0,Normal,None
178,8,4844,2025-09-20,Transfer,Completed,Nigeria,Russia,Client_8,Nigeria,44,Verified,Individual,2024-10-18,High,45,High,50,Passport,Verified,2025-01-04,23,360,1,1,-1,-0.17607471840239736,61.31,Suspicious,"dest_high_risk, cross_border_to_high_risk"
179,8,2672,2025-09-29,Withdrawal,Completed,Nigeria,Nigeria,Client_8,Nigeria,44,Verified,Individual,2024-10-18,High,45,High,45,Passport,Verified,2025-01-04,14,360,0,0,1,0.0,14.0,Normal,None
180,8,4099,2025-10-13,Investment,Completed,Nigeria,Nigeria,Client_8,Nigeria,44,Verified,Individual,2024-10-18,High,45,High,45,Passport,Verified,2025-01-04,0,360,0,0,1,0.0,14.0,Normal,None
181,8,4467,2025-09-10,Deposit,Failed,Nigeria,Nigeria,Client_8,Nigeria,44,Verified,Individual,2024-10-18,High,45,High,45,Passport,Verified,2025-01-04,33,360,0,0,1,0.0,14.0,Normal,None
182,8,2613,2025-10-04,Transfer,Completed,Nigeria,Nigeria,Client_8,Nigeria,44,Verified,Individual,2024-10-18,High,45,High,45,Passport,Verified,2025-01-04,9,360,0,0,1,0.0,14.0,Normal,None
183,8,3840,2025-08-20,Investment,Pending,Nigeria,Nigeria,Client_8,Nigeria,44,Verified,Individual,2024-10-18,High,45,High,45,Passport,Verified,2025-01-04,54,360,0,0,1,0.0,14.0,Normal,None
184,8,41253,2025-10-09,Withdrawal,Pending,Nigeria,Nigeria,Client_8,Nigeria,44,Verified,Individual,2024-10-18,High,45,High,45,Passport,Verified,2025-01-04,4,360,0,0,-1,-0.26603677087854366,85.48,Suspicious,"large_tx_flag, dest_high_risk, very_large_withdrawal_flag"
185,8,4233,2025-08-06,Investment,Pending,Nigeria,Nigeria,Client_8,Nigeria,44,Verified,Individual,2024-10-18,High,45,High,45,Passport,Verified,2025-01-04,68,360,0,0,1,0.0,14.0,Normal,None
186,8,3204,2025-10-07,Transfer,Completed,Nigeria,Germany,Client_8,Nigeria,44,Verified,Individual,2024-10-18,High,45,Low,94,Passport,Verified,2025-01-04,6,360,1,0,1,0.05210346042305769,0.0,Normal,None
187,8,4608,2025-09-17,Transfer,Completed,Nigeria,Nigeria,Client_8,Nigeria,44,Verified,Individual,2024-10-18,High,45,High,45,Passport,Verified,2025-01-04,26,360,0,0,1,0.0,14.0,Normal,None
188,8,18818,2025-07-31,Withdrawal,Completed,Nigeria,Nigeria,Client_8,Nigeria,44,Verified,Individual,2024-10-18,High,45,High,45,Passport,Verified,2025-01-04,74,360,0,0,-1,-0.26603677087854366,85.48,Suspicious,"large_tx_flag, dest_high_risk, very_large_withdrawal_flag"
189,8,4962,2025-10-07,Transfer,Completed,Nigeria,Nigeria,Client_8,Nigeria,44,Verified,Individual,2024-10-18,High,45,High,45,Passport,Verified,2025-01-04,6,360,0,0,1,0.0,14.0,Normal,None
190,8,42406,2025-08-13,Transfer,Completed,Nigeria,UAE,Client_8,Nigeria,44,Verified,Individual,2024-10-18,High,45,Medium,75,Passport,Verified,2025-01-04,61,360,1,0,-1,-0.08544938784402462,36.96,Suspicious,large_tx_flag
191,8,2015,2025-08-30,Deposit,Completed,Nigeria,Nigeria,Client_8,Nigeria,44,Verified,Individual,2024-10-18,High,45,High,45,Passport,Verified,2025-01-04,44,360,0,0,1,0.0,14.0,Normal,None
192,8,3238,2025-09-11,Withdrawal,Completed,Nigeria,Nigeria,Client_8,Nigeria,44,Verified,Individual,2024-10-18,High,45,High,45,Passport,Verified,2025-01-04,32,360,0,0,1,0.0,14.0,Normal,None
193,9,3150,2025-07-27,Investment,Pending,Switzerland,Switzerland,Client_9,Switzerland,50,Verified,Business,2025-04-12,Medium,80,Medium,80,Utility Bill,Verified,2025-09-17,78,184,0,0,1,0.05210346042305769,0.0,Normal,None
194,9,4025,2025-07-16,Investment,Failed,Switzerland,Switzerland,Client_9,Switzerland,50,Verified,Business,2025-04-12,Medium,80,Medium,80,Utility Bill,Verified,2025-09-17,89,184,0,0,1,0.05210346042305769,0.0,Normal,None
195,9,4844,2025-09-29,Withdrawal,Completed,Switzerland,Switzerland,Client_9,Switzerland,50,Verified,Business,2025-04-12,Medium,80,Medium,80,Utility Bill,Verified,2025-09-17,14,184,0,0,1,0.05210346042305769,0.0,Normal,None
196,9,28302,2025-09-19,Withdrawal,Completed,Switzerland,Switzerland,Client_9,Switzerland,50,Verified,Business,2025-04-12,Medium,80,Medium,80,Utility Bill,Verified,2025-09-17,24,184,0,0,-1,-0.20568789400886817,69.26,Suspicious,"large_tx_flag, very_large_withdrawal_flag"
197,9,2832,2025-10-03,Investment,Pending,Switzerland,Switzerland,Client_9,Switzerland,50,Verified,Business,2025-04-12,Medium,80,Medium,80,Utility Bill,Verified,2025-09-17,10,184,0,0,1,0.05210346042305769,0.0,Normal,None
198,9,32135,2025-09-15,Withdrawal,Completed,Switzerland,Switzerland,Client_9,Switzerland,50,Verified,Business,2025-04-12,Medium,80,Medium,80,Utility Bill,Verified,2025-09-17,28,184,0,0,-1,-0.20568789400886817,69.26,Suspicious,"large_tx_flag, very_large_withdrawal_flag"
199,9,2656,2025-09-09,Investment,Completed,Switzerland,Switzerland,Client_9,Switzerland,50,Verified,Business,2025-04-12,Medium,80,Medium,80,Utility Bill,Verified,2025-09-17,34,184,0,0,1,0.05210346042305769,0.0,Normal,None
200,9,2256,2025-09-11,Deposit,Failed,Switzerland,Switzerland,Client_9,Switzerland,50,Verified,Business,2025-04-12,Medium,80,Medium,80,Utility Bill,Verified,2025-09-17,32,184,0,0,1,0.05210346042305769,0.0,Normal,None
201,9,3605,2025-10-13,Transfer,Completed,Switzerland,Switzerland,Client_9,Switzerland,50,Verified,Business,2025-04-12,Medium,80,Medium,80,Utility Bill,Verified,2025-09-17,0,184,0,0,1,0.05210346042305769,0.0,Normal,None
202,9,3596,2025-10-11,Withdrawal,Completed,Switzerland,Switzerland,Client_9,Switzerland,50,Verified,Business,2025-04-12,Medium,80,Medium,80,Utility Bill,Verified,2025-09-17,2,184,0,0,1,0.05210346042305769,0.0,Normal,None
203,9,3631,2025-08-15,Investment,Completed,Switzerland,Switzerland,Client_9,Switzerland,50,Verified,Business,2025-04-12,Medium,80,Medium,80,Utility Bill,Verified,2025-09-17,59,184,0,0,1,0.05210346042305769,0.0,Normal,None
204,9,26289,2025-09-14,Investment,Completed,Switzerland,Switzerland,Client_9,Switzerland,50,Verified,Business,2025-04-12,Medium,80,Medium,80,Utility Bill,Verified,2025-09-17,29,184,0,0,-1,-0.08544938784402462,36.96,Suspicious,large_tx_flag
205,9,2887,2025-09-26,Transfer,Completed,Switzerland,Switzerland,Client_9,Switzerland,50,Verified,Business,2025-04-12,Medium,80,Medium,80,Utility Bill,Verified,2025-09-17,17,184,0,0,1,0.05210346042305769,0.0,Normal,None
206,9,3175,2025-07-28,Withdrawal,Completed,Switzerland,Switzerland,Client_9,Switzerland,50,Verified,Business,2025-04-12,Medium,80,Medium,80,Utility Bill,Verified,2025-09-17,77,184,0,0,1,0.05210346042305769,0.0,Normal,None
207,9,2840,2025-10-08,Withdrawal,Completed,Switzerland,Canada,Client_9,Switzerland,50,Verified,Business,2025-04-12,Medium,80,Low,93,Utility Bill,Verified,2025-09-17,5,184,1,0,1,0.05210346042305769,0.0,Normal,None
208,9,3841,2025-08-23,Investment,Completed,Switzerland,Switzerland,Client_9,Switzerland,50,Verified,Business,2025-04-12,Medium,80,Medium,80,Utility Bill,Verified,2025-09-17,51,184,0,0,1,0.05210346042305769,0.0,Normal,None
209,9,2591,2025-10-11,Deposit,Completed,Switzerland,Switzerland,Client_9,Switzerland,50,Verified,Business,2025-04-12,Medium,80,Medium,80,Utility Bill,Verified,2025-09-17,2,184,0,0,1,0.05210346042305769,0.0,Normal,None
210,9,3946,2025-07-20,Transfer,Completed,Switzerland,Switzerland,Client_9,Switzerland,50,Verified,Business,2025-04-12,Medium,80,Medium,80,Utility Bill,Verified,2025-09-17,85,184,0,0,1,0.05210346042305769,0.0,Normal,None
211,9,4027,2025-08-11,Withdrawal,Completed,Switzerland,Switzerland,Client_9,Switzerland,50,Verified,Business,2025-04-12,Medium,80,Medium,80,Utility Bill,Verified,2025-09-17,63,184,0,0,1,0.05210346042305769,0.0,Normal,None
212,9,4993,2025-08-31,Investment,Completed,Switzerland,Switzerland,Client_9,Switzerland,50,Verified,Business,2025-04-12,Medium,80,Medium,80,Utility Bill,Verified,2025-09-17,43,184,0,0,1,0.05210346042305769,0.0,Normal,None
213,10,36578,2025-09-25,Transfer,Completed,Germany,Switzerland,Client_10,Germany,55,Verified,Business,2025-01-05,Low,94,Medium,80,ID Card,Verified,2025-03-02,18,281,1,0,-1,-0.08544938784402462,36.96,Suspicious,large_tx_flag
214,10,3873,2025-09-24,Investment,Failed,Germany,Germany,Client_10,Germany,55,Verified,Business,2025-01-05,Low,94,Low,94,ID Card,Verified,2025-03-02,19,281,0,0,1,0.05210346042305769,0.0,Normal,None
215,10,41385,2025-08-21,Deposit,Completed,Germany,Germany,Client_10,Germany,55,Verified,Business,2025-01-05,Low,94,Low,94,ID Card,Verified,2025-03-02,53,281,0,0,-1,-0.08544938784402462,36.96,Suspicious,large_tx_flag
216,10,2381,2025-08-13,Investment,Completed,Germany,Germany,Client_10,Germany,55,Verified,Business,2025-01-05,Low,94,Low,94,ID Card,Verified,2025-03-02,61,281,0,0,1,0.05210346042305769,0.0,Normal,None
217,10,2431,2025-10-01,Withdrawal,Completed,Germany,Germany,Client_10,Germany,55,Verified,Business,2025-01-05,Low,94,Low,94,ID Card,Verified,2025-03-02,12,281,0,0,1,0.05210346042305769,0.0,Normal,None
